LPG,CO,Smoke
0.00756176,0.00487637,0.0201576
0.00781906,0.00510721,0.0208911
0.00840433,0.00564312,0.0225656
0.00563476,0.00324716,0.0147225
0.00736937,0.0047057,0.0196102
0.00850884,0.00574035,0.0228654
0.0079638,0.00523837,0.0213044
0.00874787,0.00596445,0.0235522
0.00764413,0.00494994,0.0203922
0.0117604,0.0089791,0.0323085
0.00454431,0.00241203,0.0117005
0.00680854,0.00421798,0.0180203
0.008105,0.00536719,0.0217081
0.00780004,0.00509005,0.0208368
0.00889722,0.00610568,0.023982
0.00855683,0.00578516,0.0230032
0.0086461,0.00586875,0.0232597
0.00844083,0.00567702,0.0226703
0.00688008,0.00427936,0.0182226
0.00869477,0.00591447,0.0233996
0.00812742,0.00538772,0.0217723
0.00960729,0.00678939,0.0260319
0.00759407,0.00490519,0.0202496
0.00775727,0.0050515,0.0207147
0.0062429,0.0037414,0.0164258
0.00849073,0.00572347,0.0228135
0.00632345,0.0038083,0.0166523
0.00861764,0.00584207,0.0231779
0.00868741,0.00590754,0.0233784
0.00787617,0.00515886,0.0210541
0.0061032,0.00362616,0.0160335
0.00633992,0.00382202,0.0166986
0.00950209,0.00668684,0.0257275
0.00723392,0.00458656,0.0192254
0.00588871,0.00345119,0.0154323
0.00647627,0.0039361,0.0170825
0.00844607,0.00568189,0.0226853
0.00973096,0.0069105,0.02639
0.00827236,0.00552099,0.0221873
0.00689131,0.00428902,0.0182544
0.00565695,0.00326485,0.0147844
0.00887985,0.00608921,0.023932
0.00735629,0.00469416,0.019573
0.00883204,0.00604393,0.0237944
0.00757298,0.00488637,0.0201895
0.00953375,0.00671766,0.0258191
0.00834094,0.00558436,0.0223838
0.00986834,0.00704573,0.0267882
0.00645445,0.00391778,0.017021
0.00661131,0.00405001,0.0174632
0.00648143,0.00394044,0.017097
0.00587085,0.00343673,0.0153823
0.00840783,0.00564636,0.0225756
0.00874192,0.00595885,0.0235351
0.0106552,0.00783395,0.0290757
0.00854755,0.00577648,0.0229766
0.00700179,0.00438437,0.0185672
0.00916723,0.0063633,0.0247602
0.0097544,0.00693352,0.0264579
0.00939385,0.00658177,0.0254146
0.0108988,0.00808268,0.0297865
0.00610642,0.00362881,0.0160425
0.00898693,0.00619094,0.0242404
0.00515908,0.00287446,0.0133988
0.010041,0.00721668,0.027289
0.008933,0.00613965,0.024085
0.00598444,0.00352899,0.0157004
0.00689753,0.00429438,0.018272
0.00628547,0.00377671,0.0165455
0.00619011,0.00369774,0.0162775
0.00562238,0.0032373,0.0146879
0.00789406,0.00517506,0.0211052
0.00883969,0.00605117,0.0238164
0.00702693,0.00440614,0.0186384
0.0110416,0.00822939,0.0302035
0.0074674,0.00479245,0.019889
0.00730379,0.00464791,0.0194239
0.0073456,0.00468473,0.0195427
0.00854285,0.00577209,0.0229631
0.00844469,0.00568061,0.0226814
0.00627559,0.00376851,0.0165177
0.00775652,0.00505083,0.0207126
0.00668902,0.00411597,0.0176826
0.00639425,0.00386737,0.0168515
0.00886972,0.0060796,0.0239028
0.00996297,0.00713929,0.0270626
0.00851023,0.00574165,0.0228694
0.00852784,0.00575808,0.02292
0.00508261,0.00281573,0.0131868
0.00529227,0.00297754,0.0137686
0.00812341,0.00538405,0.0217608
0.00671081,0.00413451,0.0177442
0.00866511,0.0058866,0.0233143
0.0102487,0.00742389,0.0278925
0.00742601,0.00475577,0.0197713
0.0109922,0.00817853,0.0300591
0.0076315,0.00493865,0.0203562
0.00733654,0.00467675,0.0195169
0.0068288,0.00423534,0.0180776
0.00770889,0.00500801,0.0205768
0.00925555,0.0064482,0.0250151
0.00520705,0.00291147,0.0135319
0.00873163,0.00594915,0.0235055
0.00618702,0.00369518,0.0162688
0.00645668,0.00391966,0.0170273
0.00784764,0.00513304,0.0209726
0.00755457,0.00486996,0.0201371
0.00702659,0.00440584,0.0186374
0.00824558,0.0054963,0.0221106
0.00729711,0.00464203,0.0194049
0.00856712,0.00579477,0.0230328
0.00766436,0.00496807,0.0204499
0.0102245,0.00739961,0.027822
0.00662789,0.00406406,0.01751
0.00922253,0.00641642,0.0249198
0.0097634,0.00694236,0.026484
0.0075368,0.00485413,0.0200865
0.0105305,0.00770752,0.0287125
0.00965341,0.00683448,0.0261654
0.00548717,0.00313019,0.0143109
0.00638632,0.00386073,0.0168292
0.0095139,0.00669833,0.0257617
0.00946237,0.00664822,0.0256126
0.00852599,0.00575635,0.0229147
0.00886006,0.00607046,0.023875
0.0120125,0.00924626,0.0330488
0.00758526,0.00489733,0.0202245
0.00539013,0.00305392,0.0140408
0.00562039,0.00323573,0.0146824
0.0095275,0.00671156,0.025801
0.0102905,0.0074658,0.0280141
0.00811285,0.00537437,0.0217306
0.00690787,0.00430328,0.0183013
0.00822705,0.00547923,0.0220575
0.00866887,0.00589012,0.0233251
0.00823554,0.00548705,0.0220818
0.00671704,0.00413982,0.0177617
0.00768975,0.00499083,0.0205222
0.0100621,0.00723763,0.0273502
0.00718744,0.00454587,0.0190935
0.00549158,0.00313367,0.0143232
0.00532591,0.00300374,0.0138621
0.00835183,0.00559445,0.022415
0.00617624,0.00368629,0.0162385
0.00798412,0.00525685,0.0213625
0.00826612,0.00551524,0.0221694
0.00816808,0.00542502,0.0218887
0.00560323,0.00322207,0.0146345
0.00786549,0.00514918,0.0210236
0.00854636,0.00577537,0.0229732
0.00629565,0.00378517,0.0165741
0.00805594,0.00532233,0.0215678
0.00521715,0.00291928,0.01356
0.00643573,0.00390209,0.0169683
0.00978521,0.00696381,0.0265472
0.00611982,0.00363982,0.0160801
0.0107921,0.0079734,0.0294749
0.00713917,0.00450373,0.0189566
0.00670543,0.00412993,0.017729
0.00655268,0.00400045,0.0172979
0.0075203,0.00483945,0.0200395
0.00820304,0.00545714,0.0219887
0.00622205,0.00372414,0.0163672
0.00934831,0.0065377,0.025283
0.00660246,0.00404252,0.0174383
0.00807849,0.00534294,0.0216323
0.00743247,0.00476149,0.0197896
0.00628485,0.0037762,0.0165437
0.00749348,0.00481561,0.0199632
0.0090737,0.00627372,0.0244905
0.00545009,0.00310098,0.0142076
0.00926385,0.00645619,0.0250391
0.00910184,0.00630064,0.0245716
0.00636862,0.00384595,0.0167794
0.00618722,0.00369535,0.0162694
0.00802673,0.00529567,0.0214843
0.00710261,0.00447187,0.0188529
0.00588462,0.00344788,0.0154209
0.00613991,0.00365634,0.0161365
0.00814294,0.00540195,0.0218167
0.00815016,0.00540858,0.0218374
0.00606219,0.00359252,0.0159184
0.00812261,0.00538332,0.0217585
0.00640207,0.0038739,0.0168735
0.00639008,0.00386388,0.0168398
0.00573717,0.00332903,0.0150085
0.00721236,0.00456768,0.0191642
0.0101336,0.0073089,0.0275581
0.0071996,0.00455651,0.019128
0.00840837,0.00564687,0.0225772
0.0062426,0.00374115,0.016425
0.00723425,0.00458685,0.0192264
0.00774377,0.00503936,0.0206763
0.00953996,0.0067237,0.025837
0.0106343,0.00781273,0.0290148
0.00718222,0.00454131,0.0190787
0.00857173,0.00579908,0.023046
0.00647563,0.00393557,0.0170807
0.00775927,0.00505331,0.0207205
0.00709438,0.00446471,0.0188296
0.00996965,0.00714591,0.027082
0.00768683,0.00498821,0.0205139
0.00806327,0.00532902,0.0215888
0.0060711,0.00359983,0.0159434
0.00602715,0.00356385,0.0158202
0.00842222,0.00565973,0.0226169
0.00741627,0.00474715,0.0197436
0.00702871,0.00440768,0.0186434
0.00711097,0.00447915,0.0188766
0.0074813,0.00480478,0.0199285
0.00559935,0.00321899,0.0146237
0.00892644,0.00613341,0.0240661
0.00780804,0.00509727,0.0208596
0.00733111,0.00467196,0.0195015
0.0069194,0.00431321,0.0183339
0.00725739,0.00460715,0.0192921
0.005664,0.00327048,0.0148041
0.00731718,0.0046597,0.0194619
0.00862626,0.00585015,0.0232027
0.00667759,0.00410625,0.0176503
0.00954982,0.00673331,0.0258656
0.00783987,0.00512601,0.0209504
0.00649415,0.00395114,0.0171329
0.00943351,0.00662021,0.0255292
0.00840313,0.005642,0.0225621
0.00475951,0.00257134,0.0122933
0.00841342,0.00565155,0.0225916
0.00970828,0.00688824,0.0263243
0.00872269,0.00594074,0.0234798
0.00851482,0.00574592,0.0228826
0.00792419,0.00520239,0.0211912
0.00996954,0.00714581,0.0270817
0.00544814,0.00309945,0.0142022
0.009328,0.00651807,0.0252243
0.00791418,0.0051933,0.0211626
0.00647854,0.00393801,0.0170889
0.00700911,0.00439071,0.0185879
0.00536411,0.00303356,0.0139684
0.00618073,0.00368999,0.0162511
0.00674069,0.00415998,0.0178285
0.00624385,0.00374219,0.0164285
0.00799347,0.00526537,0.0213892
0.00711052,0.00447876,0.0188753
0.00698365,0.00436867,0.0185158
0.00765707,0.00496153,0.0204291
0.00782987,0.00511698,0.0209219
0.00834354,0.00558677,0.0223913
0.00717803,0.00453764,0.0190668
0.00872987,0.0059475,0.0235005
0.00488246,0.00266361,0.0126328
0.00852934,0.00575948,0.0229243
0.0103329,0.00750834,0.0281374
0.00596062,0.00350959,0.0156337
0.00797071,0.00524465,0.0213241
0.0076401,0.00494634,0.0203807
0.00714614,0.0045098,0.0189763
0.00929657,0.00648774,0.0251336
0.00819998,0.00545433,0.02198
0.00648585,0.00394415,0.0171095
0.00823219,0.00548396,0.0220722
0.00892063,0.0061279,0.0240494
0.00871745,0.00593581,0.0234648
0.00630326,0.00379149,0.0165955
0.0059584,0.00350777,0.0156275
0.00952897,0.006713,0.0258053
0.00898291,0.00618712,0.0242288
0.00879446,0.00600842,0.0236863
0.00831297,0.0055585,0.0223037
0.00742347,0.00475353,0.019764
0.00721721,0.00457192,0.019178
0.00663939,0.00407381,0.0175425
0.00902549,0.0062277,0.0243515
0.00667356,0.00410282,0.0176389
0.00772042,0.00501836,0.0206097
0.00958493,0.00676755,0.0259672
0.0085303,0.00576037,0.0229271
0.00626952,0.00376347,0.0165006
0.00822439,0.00547679,0.0220499
0.00570809,0.00330572,0.0149272
0.00794702,0.00522311,0.0212565
0.00669327,0.00411958,0.0176946
0.00650354,0.00395903,0.0171593
0.0083111,0.00555677,0.0222983
0.00663185,0.00406742,0.0175212
0.00762948,0.00493684,0.0203504
0.00817764,0.0054338,0.021916
0.00670456,0.00412919,0.0177265
0.00613765,0.00365449,0.0161302
0.00676652,0.00418203,0.0179015
0.00783215,0.00511904,0.0209284
0.00734519,0.00468437,0.0195415
0.00807876,0.00534318,0.0216331
0.0103113,0.0074866,0.0280744
0.00789877,0.00517933,0.0211186
0.00847337,0.00570729,0.0227636
0.00898861,0.00619255,0.0242452
0.00732457,0.0046662,0.0194829
0.00813893,0.00539827,0.0218052
0.00746755,0.00479258,0.0198894
0.00931675,0.00650721,0.0251918
0.00711348,0.00448134,0.0188837
0.0059134,0.00347121,0.0155014
0.00986167,0.00703914,0.0267688
0.00940214,0.0065898,0.0254385
0.00640313,0.00387479,0.0168765
0.00587672,0.00344148,0.0153987
0.00837567,0.00561653,0.0224834
0.00845635,0.00569145,0.0227148
0.00680372,0.00421385,0.0180067
0.00875998,0.00597587,0.0235871
0.00809692,0.00535979,0.021685
0.00780395,0.00509357,0.0208479
0.00550093,0.00314104,0.0143493
0.00870982,0.00592862,0.0234428
0.00801909,0.00528871,0.0214624
0.00878069,0.00599541,0.0236466
0.00999563,0.00717166,0.0271574
0.00578251,0.00336545,0.0151352
0.00629469,0.00378437,0.0165714
0.00813463,0.00539433,0.0217929
0.0119124,0.00913993,0.0327547
0.00706253,0.00443702,0.0187393
0.00783358,0.00512033,0.0209325
0.00726999,0.00461821,0.0193279
0.00946104,0.00664693,0.0256088
0.00707902,0.00445135,0.018786
0.00759814,0.00490883,0.0202612
0.00585087,0.00342057,0.0153264
0.00952777,0.00671183,0.0258018
0.00991992,0.00709668,0.0269377
0.00778594,0.00507734,0.0207966
0.00926225,0.00645465,0.0250344
0.00976122,0.00694022,0.0264776
0.00705209,0.00442797,0.0187097
0.00846723,0.00570158,0.022746
0.00834039,0.00558385,0.0223822
0.00778546,0.0050769,0.0207952
0.00647976,0.00393904,0.0170923
0.00783138,0.00511834,0.0209262
0.00832821,0.00557259,0.0223473
0.0126703,0.0099534,0.0349854
0.00645302,0.00391659,0.017017
0.00636406,0.00384214,0.0167665
0.00733459,0.00467503,0.0195114
0.0107125,0.00789226,0.0292428
0.00672151,0.00414363,0.0177744
0.008092,0.00535529,0.0216709
0.00616366,0.00367591,0.0162032
0.00919457,0.00638955,0.0248391
0.00724044,0.00459228,0.019244
0.00871469,0.0059332,0.0234568
0.00680985,0.0042191,0.018024
0.00731785,0.00466029,0.0194638
0.00955895,0.00674221,0.025892
0.00718231,0.00454138,0.019079
0.00818835,0.00544364,0.0219467
0.00757014,0.00488384,0.0201814
0.00784801,0.00513338,0.0209737
0.00651331,0.00396726,0.0171869
0.0111211,0.0083114,0.0304358
0.00720605,0.00456215,0.0191463
0.0069518,0.00434115,0.0184256
0.00879026,0.00600445,0.0236742
0.00610682,0.00362913,0.0160436
0.0095621,0.00674528,0.0259011
0.00728593,0.0046322,0.0193731
0.00958924,0.00677176,0.0259796
0.00842946,0.00566646,0.0226377
0.00687804,0.00427761,0.0182169
0.00792328,0.00520156,0.0211886
0.00982488,0.00700287,0.0266621
0.00601765,0.00355609,0.0157935
0.0088233,0.00603566,0.0237692
0.00605555,0.00358709,0.0158998
0.00869509,0.00591477,0.0234005
0.009197,0.00639187,0.0248461
0.00670301,0.00412787,0.0177221
0.0101205,0.00729583,0.02752
0.0104398,0.0076159,0.0284484
0.00561693,0.00323297,0.0146727
0.00758077,0.00489332,0.0202117
0.00715842,0.00452052,0.0190112
0.00918303,0.00637846,0.0248058
0.0101882,0.00736338,0.0277167
0.00828265,0.00553049,0.0222168
0.00574816,0.00333785,0.0150392
0.00901213,0.00621495,0.024313
0.00737819,0.00471349,0.0196353
0.00590022,0.00346052,0.0154645
0.00813285,0.0053927,0.0217878
0.00759995,0.00491045,0.0202663
0.00589969,0.00346009,0.015463
0.00920412,0.00639872,0.0248667
0.00722187,0.004576,0.0191912
0.00642881,0.00389629,0.0169488
0.0116702,0.00888396,0.0320436
0.00680187,0.00421227,0.0180015
0.00860027,0.0058258,0.023128
0.00810244,0.00536484,0.0217008
0.00657613,0.00402025,0.017364
0.0100111,0.00718701,0.0272023
0.00626989,0.00376378,0.0165017
0.00875744,0.00597348,0.0235798
0.00568145,0.00328442,0.0148528
0.00723627,0.00458862,0.0192321
0.0102043,0.00737945,0.0277634
0.0067196,0.004142,0.017769
0.00736507,0.0047019,0.019598
0.00783136,0.00511833,0.0209262
0.00774313,0.00503879,0.0206744
0.00764017,0.00494641,0.0203809
0.0116778,0.008892,0.032066
0.00557551,0.00320006,0.0145572
0.00721458,0.00456962,0.0191705
0.00860141,0.00582686,0.0231313
0.0099873,0.00716341,0.0271332
0.011396,0.00859675,0.0312401
0.00829463,0.00554155,0.0222511
0.00954546,0.00672906,0.025853
0.00714333,0.00450735,0.0189684
0.00982797,0.00700591,0.0266711
0.00964748,0.00682868,0.0261482
0.00667061,0.00410031,0.0176306
0.00827446,0.00552293,0.0221933
0.00858559,0.00581205,0.0230858
0.00807546,0.00534016,0.0216236
0.00627452,0.00376762,0.0165147
0.00737208,0.0047081,0.0196179
0.00996275,0.00713907,0.027062
0.00610527,0.00362786,0.0160393
0.00975894,0.00693798,0.0264711
0.00919884,0.00639365,0.0248514
0.00963892,0.00682031,0.0261234
0.0095206,0.00670485,0.0257811
0.00560208,0.00322116,0.0146313
0.00738944,0.00472343,0.0196673
0.00690625,0.00430188,0.0182967
0.00679599,0.00420723,0.0179848
0.00889014,0.00609897,0.0239616
0.00946588,0.00665164,0.0256228
0.00531801,0.00299758,0.0138402
0.00869211,0.00591196,0.0233919
0.0104102,0.00758608,0.0283623
0.00707378,0.0044468,0.0187712
0.00694913,0.00433884,0.018418
0.00611362,0.00363473,0.0160627
0.00809237,0.00535563,0.021672
0.00861075,0.00583561,0.0231581
0.00668203,0.00411002,0.0176629
0.00696408,0.00435175,0.0184604
0.00515076,0.00286805,0.0133757
0.00692379,0.00431699,0.0183463
0.0109492,0.00813432,0.0299335
0.00884813,0.00605916,0.0238407
0.00740357,0.00473592,0.0197075
0.00763896,0.00494532,0.0203775
0.00598754,0.00353152,0.0157091
0.00885049,0.00606139,0.0238475
0.00942276,0.00660979,0.0254981
0.0120443,0.0092801,0.0331422
0.00721313,0.00456835,0.0191664
0.0101158,0.00729113,0.0275063
0.00505659,0.00279582,0.0131147
0.00962777,0.0068094,0.0260912
0.00599353,0.0035364,0.0157259
0.00614828,0.00366324,0.01616
0.00765588,0.00496047,0.0204257
0.00740629,0.00473833,0.0197152
0.00665962,0.00409098,0.0175996
0.00590663,0.00346571,0.0154825
0.00944933,0.00663557,0.025575
0.00686863,0.00426952,0.0181902
0.00804781,0.00531491,0.0215446
0.00630594,0.00379373,0.016603
0.00811385,0.00537529,0.0217335
0.0089667,0.00617169,0.0241821
0.00746275,0.00478833,0.0198758
0.00754146,0.00485828,0.0200998
0.00604343,0.00357717,0.0158658
0.00814219,0.00540126,0.0218146
0.00586676,0.00343342,0.0153709
0.00728134,0.00462817,0.0193601
0.00997699,0.00715318,0.0271033
0.00596946,0.00351678,0.0156585
0.00912038,0.00631838,0.0246251
0.00650291,0.00395851,0.0171576
0.00707483,0.00444771,0.0187742
0.00521485,0.0029175,0.0135536
0.00767315,0.00497594,0.0204749
0.00866583,0.00588727,0.0233164
0.00878145,0.00599613,0.0236488
0.00826624,0.00551535,0.0221698
0.00791608,0.00519503,0.0211681
0.0068713,0.00427182,0.0181978
0.0102033,0.0073784,0.0277604
0.0121336,0.0093753,0.0334046
0.00831738,0.00556257,0.0223163
0.00490514,0.00268073,0.0126955
0.00773704,0.00503331,0.0206571
0.00686648,0.00426768,0.0181842
0.00794279,0.00521927,0.0212444
0.00840095,0.00563998,0.0225559
0.00503251,0.00277743,0.013048
0.00729737,0.00464226,0.0194056
0.00954973,0.00673322,0.0258653
0.00779616,0.00508655,0.0208257
0.00958118,0.0067639,0.0259563
0.008661,0.00588274,0.0233025
0.00709888,0.00446863,0.0188423
0.00620991,0.00371409,0.0163331
0.00868746,0.0059076,0.0233785
0.00759478,0.00490582,0.0202516
0.00722783,0.00458123,0.0192082
0.00679497,0.00420636,0.0179819
0.0104583,0.00763456,0.0285022
0.00697028,0.00435711,0.0184779
0.00939074,0.00657876,0.0254056
0.00825614,0.00550603,0.0221408
0.00774416,0.00503971,0.0206774
0.0104158,0.00759173,0.0283786
0.0096404,0.00682175,0.0261277
0.00642691,0.0038947,0.0169435
0.00791987,0.00519846,0.0211789
0.00881668,0.00602941,0.0237502
0.0118619,0.00908633,0.0326062
0.00808266,0.00534675,0.0216442
0.00870631,0.00592532,0.0234327
0.00986225,0.00703971,0.0267705
0.0111451,0.00833617,0.0305059
0.00726332,0.00461235,0.0193089
0.00974569,0.00692496,0.0264326
0.00644035,0.00390596,0.0169813
0.00676488,0.00418063,0.0178969
0.0102689,0.00744409,0.0279512
0.00822264,0.00547518,0.0220449
0.00863835,0.00586148,0.0232374
0.00799144,0.00526351,0.0213834
0.0078993,0.00517981,0.0211201
0.00680481,0.00421478,0.0180098
0.0071267,0.00449286,0.0189212
0.00698344,0.00436849,0.0185152
0.00632767,0.00381181,0.0166641
0.00641646,0.00388594,0.016914
0.0065064,0.00396144,0.0171674
0.00888837,0.00609728,0.0239565
0.00662357,0.0040604,0.0174978
0.00976664,0.00694555,0.0264934
0.00582763,0.00340181,0.0152614
0.00742828,0.00475778,0.0197777
0.00875149,0.00596787,0.0235626
0.00733453,0.00467498,0.0195112
0.00851376,0.00574494,0.0228796
0.00868067,0.00590121,0.023359
0.00944559,0.00663193,0.0255641
0.00786735,0.00515087,0.0210289
0.00797059,0.00524454,0.0213238
0.00784151,0.0051275,0.0209551
0.00753124,0.00484918,0.0200707
0.0107676,0.00794848,0.0294037
0.00928726,0.00647876,0.0251067
0.00684554,0.0042497,0.0181249
0.00781076,0.00509972,0.0208674
0.00744904,0.00477617,0.0198368
0.00848328,0.00571653,0.0227921
0.00834441,0.00558758,0.0223938
0.00892767,0.00613459,0.0240697
0.0102881,0.0074633,0.0280069
0.00632396,0.00380872,0.0166537
0.00828984,0.00553713,0.0222374
0.00768476,0.00498635,0.020508
0.00723758,0.00458977,0.0192359
0.00912478,0.00632259,0.0246377
0.00740259,0.00473505,0.0197047
0.00881322,0.00602614,0.0237402
0.00751035,0.0048306,0.0200112
0.00840282,0.00564172,0.0225613
0.00685206,0.00425529,0.0181434
0.00682457,0.00423171,0.0180656
0.00976396,0.00694291,0.0264856
0.00775661,0.00505092,0.0207129
0.00821184,0.00546524,0.0220139
0.00662794,0.0040641,0.0175102
0.00771305,0.00501174,0.0205886
0.00682046,0.00422819,0.018054
0.00715207,0.00451497,0.0189932
0.0093198,0.00651016,0.0252007
0.00724095,0.00459272,0.0192454
0.00613614,0.00365324,0.0161259
0.00698038,0.00436585,0.0185066
0.00834104,0.00558445,0.0223841
0.00637717,0.00385309,0.0168034
0.00614289,0.0036588,0.0161449
0.00869394,0.00591369,0.0233972
0.00910027,0.00629913,0.0245671
0.00564368,0.00325427,0.0147474
0.00819578,0.00545047,0.021968
0.00845507,0.00569026,0.0227111
0.00871294,0.00593156,0.0234518
0.00752866,0.00484689,0.0200633
0.00537199,0.00303972,0.0139903
0.00801476,0.00528476,0.0214501
0.00700858,0.00439024,0.0185864
0.00760858,0.00491815,0.0202909
0.00712038,0.00448734,0.0189033
0.00757085,0.00488447,0.0201834
0.0107555,0.00793611,0.0293683
0.00744366,0.00477141,0.0198215
0.00916312,0.00635936,0.0247484
0.00535448,0.00302604,0.0139416
0.00935188,0.00654116,0.0252933
0.00580646,0.00338474,0.0152022
0.00634037,0.00382239,0.0166999
0.00788314,0.00516516,0.021074
0.00820829,0.00546197,0.0220038
0.00647827,0.00393779,0.0170882
0.00690113,0.00429747,0.0182822
0.00768791,0.00498918,0.020517
0.00614095,0.00365721,0.0161394
0.00741836,0.004749,0.0197495
0.00770969,0.00500873,0.0205791
0.00638346,0.00385834,0.0168211
0.00625558,0.00375191,0.0164614
0.00592826,0.00348328,0.015543
0.007387,0.00472127,0.0196603
0.00604709,0.00358016,0.0158761
0.00704209,0.00441928,0.0186814
0.00662293,0.00405985,0.017496
0.0071967,0.00455397,0.0191198
0.0075633,0.00487774,0.020162
0.00661835,0.00405597,0.0174831
0.00811783,0.00537893,0.0217448
0.00852705,0.00575734,0.0229177
0.00599379,0.00353661,0.0157266
0.00902328,0.00622559,0.0243451
0.00909115,0.00629041,0.0245408
0.0107522,0.00793278,0.0293588
0.00559672,0.0032169,0.0146163
0.00819979,0.00545415,0.0219794
0.00656492,0.00401078,0.0173324
0.00796131,0.0052361,0.0212973
0.00758966,0.00490125,0.020237
0.00931474,0.00650528,0.025186
0.00870316,0.00592235,0.0234237
0.00785279,0.00513769,0.0209873
0.00794159,0.00521818,0.0212409
0.00688351,0.00428232,0.0182323
0.00734961,0.00468827,0.0195541
0.00834937,0.00559216,0.022408
0.00824923,0.00549966,0.022121
0.00734398,0.0046833,0.019538
0.00671357,0.00413686,0.0177519
0.00942879,0.00661563,0.0255156
0.00666406,0.00409475,0.0176121
0.00833373,0.00557769,0.0223632
0.00648357,0.00394224,0.0171031
0.00711594,0.00448348,0.0188907
0.0103069,0.00748217,0.0280616
0.00742272,0.00475286,0.0197619
0.00835761,0.0055998,0.0224316
0.00996687,0.00714316,0.0270739
0.0062009,0.00370665,0.0163078
0.00650749,0.00396236,0.0171705
0.00626649,0.00376096,0.0164921
0.00877417,0.00598925,0.0236279
0.00964233,0.00682364,0.0261333
0.00828335,0.00553113,0.0222188
0.00756789,0.00488183,0.020175
0.0103039,0.00747915,0.0280528
0.00629503,0.00378465,0.0165723
0.00986802,0.0070454,0.0267872
0.0084521,0.0056875,0.0227026
0.00690665,0.00430223,0.0182978
0.0104167,0.00759257,0.028381
0.00780265,0.0050924,0.0208442
0.00724117,0.00459292,0.019246
0.0107162,0.00789602,0.0292536
0.0115701,0.00877881,0.0317501
0.00646148,0.00392369,0.0170409
0.00639198,0.00386547,0.0168451
0.00858182,0.00580852,0.023075
0.0127295,0.0100178,0.0351601
0.00632925,0.00381312,0.0166686
0.0113521,0.00855097,0.0311115
0.00839448,0.00563398,0.0225373
0.0102626,0.00743782,0.027933
0.00891626,0.00612375,0.0240368
0.00634863,0.00382927,0.0167231
0.0088322,0.00604408,0.0237948
0.00662056,0.00405785,0.0174894
0.00642392,0.00389219,0.016935
0.00705922,0.00443415,0.0187299
0.0076613,0.00496532,0.0204411
0.00711612,0.00448364,0.0188912
0.00935183,0.00654111,0.0252932
0.00836799,0.00560942,0.0224614
0.00983015,0.00700806,0.0266774
0.00609893,0.00362266,0.0160215
0.00692698,0.00431974,0.0183553
0.00683867,0.0042438,0.0181055
0.00522148,0.00292263,0.013572
0.00967475,0.00685538,0.0262272
0.00551739,0.00315404,0.0143951
0.00635368,0.00383349,0.0167373
0.00792354,0.00520179,0.0211894
0.00760963,0.00491909,0.0202939
0.00581054,0.00338803,0.0152136
0.00630397,0.00379209,0.0165975
0.00987741,0.00705468,0.0268145
0.00749168,0.00481401,0.0199581
0.00964001,0.00682137,0.0261266
0.00673317,0.00415356,0.0178073
0.00577017,0.00335553,0.0151007
0.00657551,0.00401972,0.0173623
0.00918742,0.00638267,0.0248185
0.00908459,0.00628413,0.0245219
0.00907873,0.00627853,0.024505
0.00718837,0.00454668,0.0190962
0.00510749,0.0028348,0.0132557
0.00633096,0.00381455,0.0166734
0.00782757,0.0051149,0.0209154
0.0105669,0.00774434,0.0288184
0.00695162,0.004341,0.0184251
0.00608035,0.00360741,0.0159694
0.00693443,0.00432617,0.0183765
0.00824639,0.00549704,0.0221129
0.00693978,0.00433078,0.0183916
0.00783353,0.00512029,0.0209324
0.0072996,0.00464423,0.019412
0.00640832,0.00387913,0.0168911
0.00627563,0.00376854,0.0165178
0.00896195,0.00616716,0.0241684
0.00706799,0.00444177,0.0187548
0.0103565,0.00753199,0.0282059
0.00899612,0.0061997,0.0242669
0.00724372,0.00459515,0.0192533
0.00800637,0.00527712,0.0214261
0.00846892,0.00570316,0.0227509
0.00730517,0.00464913,0.0194278
0.00741814,0.00474881,0.0197489
0.00649775,0.00395417,0.017143
0.00697969,0.00436525,0.0185046
0.00733865,0.0046786,0.0195229
0.00608205,0.00360881,0.0159741
0.00656311,0.00400925,0.0173273
0.0105626,0.00774003,0.028806
0.00796383,0.00523839,0.0213045
0.0073878,0.00472197,0.0196626
0.00633715,0.0038197,0.0166908
0.00822761,0.00547975,0.0220591
0.0106613,0.00784014,0.0290935
0.00863199,0.00585552,0.0232191
0.00702295,0.00440269,0.0186271
0.009524,0.00670816,0.0257909
0.00777589,0.00506827,0.0207679
0.00815317,0.00541134,0.021846
0.0087738,0.00598891,0.0236268
0.00721158,0.00456699,0.019162
0.00770223,0.00500203,0.0205578
0.006184,0.00369269,0.0162603
0.00654891,0.00399726,0.0172872
0.011185,0.00837754,0.0306228
0.00772959,0.00502661,0.0206358
0.00672839,0.00414949,0.0177938
0.00565713,0.003265,0.0147849
0.00698841,0.00437278,0.0185293
0.00708792,0.00445909,0.0188113
0.00825172,0.00550196,0.0221282
0.00819067,0.00544577,0.0219533
0.00638743,0.00386166,0.0168323
0.00749591,0.00481776,0.0199701
0.00718192,0.00454105,0.0190779
0.0097943,0.00697276,0.0265735
0.00713763,0.00450238,0.0189522
0.00867624,0.00589705,0.0233463
0.0103864,0.00756214,0.0282931
0.00734747,0.00468638,0.019548
0.00710087,0.00447036,0.018848
0.00660191,0.00404205,0.0174367
0.007526,0.00484451,0.0200557
0.00639584,0.00386869,0.016856
0.00870021,0.00591959,0.0234152
0.00649446,0.0039514,0.0171338
0.00782828,0.00511554,0.0209174
